image_path,split,label,class_name,episode_id,capture_timestamp,snn_left,snn_straight,snn_right,snn_source,steering
..\..\..\carla_data\straight\STRAIGHT_3522_20260404_030732_404051.png,test,1,straight,time_group_001,2026-04-04T03:07:32.404051,0.15384738,0.57250330,0.27364932,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_3577_20260404_030733_820762.png,test,1,straight,time_group_001,2026-04-04T03:07:33.820762,0.08415538,0.81164296,0.10420166,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_3630_20260404_030735_159353.png,test,1,straight,time_group_001,2026-04-04T03:07:35.159353,0.24673173,0.55007489,0.20319338,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260404_233403_853853.png,test,0,left,time_group_012,2026-04-04T23:34:03.853853,0.82781971,0.06003971,0.11214058,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_000208_957381.png,test,0,left,time_group_016,2026-04-05T00:02:08.957381,0.12556812,0.09046488,0.78396700,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_000216_821227.png,test,2,right,time_group_016,2026-04-05T00:02:16.821227,0.16273406,0.08319303,0.75407290,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_001037_910570.png,test,0,left,time_group_021,2026-04-05T00:10:37.910570,0.80216542,0.05557544,0.14225914,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_001045_647372.png,test,0,left,time_group_021,2026-04-05T00:10:45.647372,0.88539711,0.08315543,0.03144746,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_001052_833748.png,test,0,left,time_group_021,2026-04-05T00:10:52.833748,0.78399421,0.16438766,0.05161814,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_001104_264176.png,test,2,right,time_group_021,2026-04-05T00:11:04.264176,0.11824663,0.72769566,0.15405771,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_004108_262543.png,test,2,right,time_group_042,2026-04-05T00:41:08.262543,0.11735196,0.55494616,0.32770188,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_004124_979593.png,test,0,left,time_group_042,2026-04-05T00:41:24.979593,0.67145625,0.13537372,0.19317003,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_004138_628328.png,test,2,right,time_group_042,2026-04-05T00:41:38.628328,0.10763827,0.16372599,0.72863574,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_004155_520314.png,test,0,left,time_group_042,2026-04-05T00:41:55.520314,0.59248050,0.31349224,0.09402726,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_004213_352437.png,test,0,left,time_group_042,2026-04-05T00:42:13.352437,0.07879743,0.75694164,0.16426093,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_004220_993665.png,test,2,right,time_group_042,2026-04-05T00:42:20.993665,0.23077324,0.13756249,0.63166428,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_004237_955695.png,test,0,left,time_group_042,2026-04-05T00:42:37.955695,0.77653066,0.06793878,0.15553056,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_004245_170121.png,test,2,right,time_group_042,2026-04-05T00:42:45.170121,0.70813730,0.19053551,0.10132719,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_005115_699151.png,test,2,right,time_group_049,2026-04-05T00:51:15.699151,0.03961473,0.10314935,0.85723592,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_005123_855439.png,test,0,left,time_group_049,2026-04-05T00:51:23.855439,0.27831356,0.60613674,0.11554970,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_005131_913068.png,test,0,left,time_group_049,2026-04-05T00:51:31.913068,0.69493038,0.07541177,0.22965785,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_005140_155216.png,test,0,left,time_group_049,2026-04-05T00:51:40.155216,0.64220529,0.17838265,0.17941206,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_005448_676461.png,test,0,left,time_group_053,2026-04-05T00:54:48.676461,0.71369513,0.11322601,0.17307886,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_005910_059201.png,test,2,right,time_group_057,2026-04-05T00:59:10.059201,0.11607089,0.05511825,0.82881086,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_005921_218006.png,test,2,right,time_group_057,2026-04-05T00:59:21.218006,0.55171704,0.11470295,0.33358001,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_005931_704655.png,test,0,left,time_group_057,2026-04-05T00:59:31.704655,0.74077105,0.18149468,0.07773427,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_005937_399641.png,test,0,left,time_group_057,2026-04-05T00:59:37.399641,0.55951467,0.31183021,0.12865512,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010046_625560.png,test,2,right,time_group_059,2026-04-05T01:00:46.625560,0.05703387,0.11583508,0.82713105,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010054_353517.png,test,2,right,time_group_059,2026-04-05T01:00:54.353517,0.11945564,0.06760818,0.81293618,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010056_793436.png,test,0,left,time_group_059,2026-04-05T01:00:56.793436,0.78460758,0.06021745,0.15517497,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010110_845449.png,test,2,right,time_group_059,2026-04-05T01:01:10.845449,0.07839614,0.21898536,0.70261851,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010119_234750.png,test,2,right,time_group_059,2026-04-05T01:01:19.234750,,,,fake_debug_only_missing,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010126_318466.png,test,0,left,time_group_059,2026-04-05T01:01:26.318466,0.09982066,0.72731934,0.17286000,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010144_039433.png,test,2,right,time_group_059,2026-04-05T01:01:44.039433,0.12117565,0.21871372,0.66011063,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010201_089603.png,test,2,right,time_group_059,2026-04-05T01:02:01.089603,,,,fake_debug_only_missing,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010208_171687.png,test,2,right,time_group_059,2026-04-05T01:02:08.171687,0.06380592,0.69508489,0.24110919,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010219_153449.png,test,0,left,time_group_059,2026-04-05T01:02:19.153449,,,,fake_debug_only_missing,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010224_979551.png,test,0,left,time_group_059,2026-04-05T01:02:24.979551,,,,fake_debug_only_missing,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010232_674130.png,test,2,right,time_group_059,2026-04-05T01:02:32.674130,0.18906976,0.05916188,0.75176837,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010240_326700.png,test,2,right,time_group_059,2026-04-05T01:02:40.326700,0.87366039,0.04922674,0.07711287,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010352_325632.png,test,2,right,time_group_061,2026-04-05T01:03:52.325632,0.07801942,0.02929134,0.89268924,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010402_942075.png,test,0,left,time_group_061,2026-04-05T01:04:02.942075,0.24109883,0.07273461,0.68616656,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010411_799738.png,test,2,right,time_group_061,2026-04-05T01:04:11.799738,0.05258223,0.85744610,0.08997167,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010419_993507.png,test,0,left,time_group_061,2026-04-05T01:04:19.993507,0.15572537,0.65392971,0.19034492,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010422_832937.png,test,0,left,time_group_061,2026-04-05T01:04:22.832937,0.88487653,0.03666325,0.07846022,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010430_128713.png,test,0,left,time_group_061,2026-04-05T01:04:30.128713,,,,fake_debug_only_missing,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010431_984175.png,test,0,left,time_group_061,2026-04-05T01:04:31.984175,0.59293982,0.09052662,0.31653356,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010433_957625.png,test,0,left,time_group_061,2026-04-05T01:04:33.957625,0.89065911,0.04169657,0.06764432,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010436_727246.png,test,0,left,time_group_061,2026-04-05T01:04:36.727246,0.69535433,0.12987328,0.17477239,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010446_510515.png,test,2,right,time_group_061,2026-04-05T01:04:46.510515,0.05543686,0.12334542,0.82121772,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010455_298476.png,test,2,right,time_group_061,2026-04-05T01:04:55.298476,,,,fake_debug_only_missing,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010506_768409.png,test,2,right,time_group_061,2026-04-05T01:05:06.768409,0.18761561,0.06817004,0.74421435,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010513_998360.png,test,2,right,time_group_061,2026-04-05T01:05:13.998360,0.23306282,0.21112865,0.55580853,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010522_295707.png,test,2,right,time_group_061,2026-04-05T01:05:22.295707,0.88047974,0.06647601,0.05304425,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010530_697140.png,test,0,left,time_group_061,2026-04-05T01:05:30.697140,0.77757463,0.17277632,0.04964905,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010915_685598.png,test,0,left,time_group_065,2026-04-05T01:09:15.685598,0.77155229,0.14911220,0.07933551,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_010923_537083.png,test,0,left,time_group_065,2026-04-05T01:09:23.537083,0.55399327,0.35095253,0.09505420,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010938_455620.png,test,2,right,time_group_065,2026-04-05T01:09:38.455620,0.87453037,0.09330262,0.03216701,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_011152_770133.png,test,0,left,time_group_068,2026-04-05T01:11:52.770133,0.09262271,0.74655658,0.16082070,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_011158_751128.png,test,2,right,time_group_068,2026-04-05T01:11:58.751128,0.13726256,0.15199373,0.71074370,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_011429_344753.png,test,0,left,time_group_070,2026-04-05T01:14:29.344753,0.22163011,0.16260409,0.61576580,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_012633_649255.png,test,2,right,time_group_079,2026-04-05T01:26:33.649255,0.11580139,0.83481393,0.04938468,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_012641_404434.png,test,2,right,time_group_079,2026-04-05T01:26:41.404434,0.57947256,0.17816752,0.24235992,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_012649_426009.png,test,2,right,time_group_079,2026-04-05T01:26:49.426009,0.15279803,0.03836994,0.80883203,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_8917_20260404_031002_215514.png,train,1,straight,time_group_004,2026-04-04T03:10:02.215514,,,,fake_debug_only_missing,
..\..\..\carla_data\straight\STRAIGHT_8990_20260404_031004_320369.png,train,1,straight,time_group_004,2026-04-04T03:10:04.320369,0.19300641,0.05657333,0.75042027,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9122_20260404_031007_736057.png,train,1,straight,time_group_004,2026-04-04T03:10:07.736057,0.88780622,0.02950168,0.08269210,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9178_20260404_031009_223973.png,train,1,straight,time_group_004,2026-04-04T03:10:09.223973,0.09979913,0.74162163,0.15857924,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9229_20260404_031010_652357.png,train,1,straight,time_group_004,2026-04-04T03:10:10.652357,0.28359746,0.61642186,0.09998067,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9281_20260404_031012_022069.png,train,1,straight,time_group_004,2026-04-04T03:10:12.022069,0.17460895,0.59690166,0.22848939,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9330_20260404_031013_394936.png,train,1,straight,time_group_004,2026-04-04T03:10:13.394936,0.09032650,0.84655817,0.06311533,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9381_20260404_031014_943870.png,train,1,straight,time_group_004,2026-04-04T03:10:14.943870,0.11963989,0.82032956,0.06003056,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9419_20260404_031016_082372.png,train,1,straight,time_group_004,2026-04-04T03:10:16.082372,0.04295523,0.80269307,0.15435170,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9460_20260404_031016_931468.png,train,1,straight,time_group_004,2026-04-04T03:10:16.931468,0.11882263,0.55994632,0.32123105,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9483_20260404_031017_608615.png,train,1,straight,time_group_004,2026-04-04T03:10:17.608615,0.12806564,0.81838468,0.05354967,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9505_20260404_031018_212503.png,train,1,straight,time_group_004,2026-04-04T03:10:18.212503,,,,fake_debug_only_missing,
..\..\..\carla_data\straight\STRAIGHT_9574_20260404_031019_854879.png,train,1,straight,time_group_004,2026-04-04T03:10:19.854879,0.08379582,0.75982375,0.15638043,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9599_20260404_031020_668536.png,train,1,straight,time_group_004,2026-04-04T03:10:20.668536,0.28963928,0.58758773,0.12277299,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9649_20260404_031021_981455.png,train,1,straight,time_group_004,2026-04-04T03:10:21.981455,,,,fake_debug_only_missing,
..\..\..\carla_data\straight\STRAIGHT_9699_20260404_031023_071150.png,train,1,straight,time_group_004,2026-04-04T03:10:23.071150,0.19814421,0.59114214,0.21071365,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9752_20260404_031024_502084.png,train,1,straight,time_group_004,2026-04-04T03:10:24.502084,0.15094439,0.63645940,0.21259621,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9804_20260404_031025_914844.png,train,1,straight,time_group_004,2026-04-04T03:10:25.914844,0.28105892,0.14004876,0.57889231,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9854_20260404_031027_228479.png,train,1,straight,time_group_004,2026-04-04T03:10:27.228479,,,,fake_debug_only_missing,
..\..\..\carla_data\straight\STRAIGHT_9903_20260404_031028_538819.png,train,1,straight,time_group_004,2026-04-04T03:10:28.538819,0.06254365,0.81365229,0.12380406,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_9954_20260404_031030_071190.png,train,1,straight,time_group_004,2026-04-04T03:10:30.071190,0.24850996,0.66609942,0.08539062,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_10003_20260404_031031_400490.png,train,1,straight,time_group_004,2026-04-04T03:10:31.400490,0.10815021,0.23206095,0.65978884,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_10057_20260404_031032_766287.png,train,1,straight,time_group_004,2026-04-04T03:10:32.766287,0.07562013,0.10879102,0.81558885,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_10112_20260404_031034_163484.png,train,1,straight,time_group_004,2026-04-04T03:10:34.163484,0.17460566,0.62450644,0.20088790,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11245_20260404_031102_367352.png,train,1,straight,time_group_005,2026-04-04T03:11:02.367352,0.24992536,0.10640449,0.64367015,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11318_20260404_031104_397544.png,train,1,straight,time_group_005,2026-04-04T03:11:04.397544,0.18854985,0.16918212,0.64226803,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11371_20260404_031105_495394.png,train,1,straight,time_group_005,2026-04-04T03:11:05.495394,0.26524019,0.60021270,0.13454711,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11422_20260404_031106_767132.png,train,1,straight,time_group_005,2026-04-04T03:11:06.767132,0.10041312,0.77161717,0.12796971,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11474_20260404_031108_041175.png,train,1,straight,time_group_005,2026-04-04T03:11:08.041175,0.07880219,0.69338107,0.22781674,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11539_20260404_031109_799273.png,train,1,straight,time_group_005,2026-04-04T03:11:09.799273,0.12328071,0.78737072,0.08934857,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11601_20260404_031111_033994.png,train,1,straight,time_group_005,2026-04-04T03:11:11.033994,0.69855272,0.17753292,0.12391436,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11627_20260404_031111_796592.png,train,1,straight,time_group_005,2026-04-04T03:11:11.796592,,,,fake_debug_only_missing,
..\..\..\carla_data\straight\STRAIGHT_11676_20260404_031112_789441.png,train,1,straight,time_group_005,2026-04-04T03:11:12.789441,0.22141104,0.64346920,0.13511976,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11697_20260404_031113_481850.png,train,1,straight,time_group_005,2026-04-04T03:11:13.481850,0.16507237,0.76409914,0.07082849,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11748_20260404_031114_769413.png,train,1,straight,time_group_005,2026-04-04T03:11:14.769413,0.07374423,0.25769448,0.66856129,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11803_20260404_031116_348303.png,train,1,straight,time_group_005,2026-04-04T03:11:16.348303,0.05484172,0.84816231,0.09699597,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11826_20260404_031116_990400.png,train,1,straight,time_group_005,2026-04-04T03:11:16.990400,,,,fake_debug_only_missing,
..\..\..\carla_data\straight\STRAIGHT_11868_20260404_031118_198246.png,train,1,straight,time_group_005,2026-04-04T03:11:18.198246,0.20411720,0.64691830,0.14896449,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11886_20260404_031118_819449.png,train,1,straight,time_group_005,2026-04-04T03:11:18.819449,,,,fake_debug_only_missing,
..\..\..\carla_data\straight\STRAIGHT_11925_20260404_031119_743396.png,train,1,straight,time_group_005,2026-04-04T03:11:19.743396,0.11478375,0.55398760,0.33122865,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_11977_20260404_031121_230800.png,train,1,straight,time_group_005,2026-04-04T03:11:21.230800,0.16221128,0.71221237,0.12557635,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_12057_20260404_031123_555642.png,train,1,straight,time_group_005,2026-04-04T03:11:23.555642,0.15760905,0.74866894,0.09372202,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_12105_20260404_031124_952455.png,train,1,straight,time_group_005,2026-04-04T03:11:24.952455,0.14942563,0.58781956,0.26275480,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_12157_20260404_031126_422604.png,train,1,straight,time_group_005,2026-04-04T03:11:26.422604,0.15307814,0.80698772,0.03993414,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_12201_20260404_031127_689622.png,train,1,straight,time_group_005,2026-04-04T03:11:27.689622,0.12883217,0.20092249,0.67024534,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_12256_20260404_031129_274421.png,train,1,straight,time_group_005,2026-04-04T03:11:29.274421,0.11745899,0.66446167,0.21807934,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_12298_20260404_031130_608557.png,train,1,straight,time_group_005,2026-04-04T03:11:30.608557,0.11825917,0.71823764,0.16350318,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_12350_20260404_031132_090964.png,train,1,straight,time_group_005,2026-04-04T03:11:32.090964,0.16305063,0.67863960,0.15830977,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_12402_20260404_031133_724199.png,train,1,straight,time_group_005,2026-04-04T03:11:33.724199,0.16975370,0.75361012,0.07663617,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_12451_20260404_031135_022826.png,train,1,straight,time_group_005,2026-04-04T03:11:35.022826,0.06076762,0.04587105,0.89336133,fake_debug_only_ground_truth_derived,
..\..\..\carla_data\straight\STRAIGHT_12499_20260404_031136_406542.png,train,1,straight,time_group_005,2026-04-04T03:11:36.406542,0.16623902,0.11252888,0.72123210,fake_debug_only_ground_truth_derived,
